head,head_type,relation,tail,tail_type,movie_id
Untraceable,电影,主演,Colin Hanks,演员,8090
Untraceable,电影,主演,Joseph Cross,演员,8090
Untraceable,电影,主演,Mary Beth Hurt,演员,8090
Untraceable,电影,属于类型,Drama,类型,8090
Untraceable,电影,描述关键词,Special,关键词,8090
Untraceable,电影,描述关键词,Agent,关键词,8090
Untraceable,电影,描述关键词,Jennifer,关键词,8090
Blast from the Past,电影,执导,Hugh Wilson,导演,11622
Blast from the Past,电影,上映年份,1999年,年份,11622
Blast from the Past,电影,制片国家,United States of America,国家,11622
Blast from the Past,电影,评分,6.3分,评分值,11622
Blast from the Past,电影,主演,Brendan Fraser,演员,11622
Blast from the Past,电影,主演,Alicia Silverstone,演员,11622
Blast from the Past,电影,主演,Christopher Walken,演员,11622
Blast from the Past,电影,主演,Sissy Spacek,演员,11622
Blast from the Past,电影,主演,Nathan Fillion,演员,11622
Blast from the Past,电影,属于类型,Comedy,类型,11622
Blast from the Past,电影,属于类型,Romance,类型,11622
Blast from the Past,电影,描述关键词,Webers,关键词,11622
Blast from the Past,电影,描述关键词,Adam,关键词,11622
Blast from the Past,电影,描述关键词,Los,关键词,11622
Flash Gordon,电影,执导,Mike Hodges,导演,3604
Flash Gordon,电影,上映年份,1980年,年份,3604
Flash Gordon,电影,制片国家,United States of America,国家,3604
Flash Gordon,电影,评分,6.1分,评分值,3604
Flash Gordon,电影,主演,Sam J. Jones,演员,3604
Flash Gordon,电影,主演,Melody Anderson,演员,3604
Flash Gordon,电影,主演,Max von Sydow,演员,3604
Flash Gordon,电影,主演,Chaim Topol,演员,3604
Flash Gordon,电影,主演,Ornella Muti,演员,3604
Flash Gordon,电影,属于类型,Science Fiction,类型,3604
Flash Gordon,电影,描述关键词,Mongo,关键词,3604
Flash Gordon,电影,描述关键词,Ming,关键词,3604
Flash Gordon,电影,描述关键词,Merciless,关键词,3604
Jersey Girl,电影,执导,Kevin Smith,导演,9541
Jersey Girl,电影,上映年份,2004年,年份,9541
Jersey Girl,电影,制片国家,United States of America,国家,9541
Jersey Girl,电影,评分,5.8分,评分值,9541
Jersey Girl,电影,主演,Ben Affleck,演员,9541
Jersey Girl,电影,主演,Raquel Castro,演员,9541
Jersey Girl,电影,主演,Liv Tyler,演员,9541
Jersey Girl,电影,主演,Jennifer Lopez,演员,9541
Jersey Girl,电影,主演,George Carlin,演员,9541
Jersey Girl,电影,属于类型,Comedy,类型,9541
Jersey Girl,电影,属于类型,Romance,类型,9541
Jersey Girl,电影,描述关键词,Ollie,关键词,9541
Jersey Girl,电影,描述关键词,Trinke,关键词,9541
Alex Cross,电影,执导,Rob Cohen,导演,94348
Alex Cross,电影,上映年份,2012年,年份,94348
Alex Cross,电影,制片国家,United States of America,国家,94348
Alex Cross,电影,评分,5.1分,评分值,94348
Alex Cross,电影,主演,Tyler Perry,演员,94348
Alex Cross,电影,主演,Rachel Nichols,演员,94348
Alex Cross,电影,主演,Jean Reno,演员,94348
Alex Cross,电影,主演,Matthew Fox,演员,94348
Alex Cross,电影,主演,Giancarlo Esposito,演员,94348
Alex Cross,电影,属于类型,Action,类型,94348
Alex Cross,电影,属于类型,Thriller,类型,94348
Alex Cross,电影,属于类型,Crime,类型,94348
Alex Cross,电影,属于类型,Mystery,类型,94348
Alex Cross,电影,描述关键词,Washington,关键词,94348
Alex Cross,电影,描述关键词,Alex,关键词,94348
Alex Cross,电影,描述关键词,Cross,关键词,94348
Midnight in the Garden of Good and Evil,电影,执导,Clint Eastwood,导演,8197
Midnight in the Garden of Good and Evil,电影,上映年份,1997年,年份,8197
Midnight in the Garden of Good and Evil,电影,制片国家,United States of America,国家,8197
Midnight in the Garden of Good and Evil,电影,评分,6.3分,评分值,8197
Midnight in the Garden of Good and Evil,电影,主演,John Cusack,演员,8197
Midnight in the Garden of Good and Evil,电影,主演,Kevin Spacey,演员,8197
Midnight in the Garden of Good and Evil,电影,主演,Jude Law,演员,8197
Midnight in the Garden of Good and Evil,电影,主演,Alison Eastwood,演员,8197
Midnight in the Garden of Good and Evil,电影,主演,Jack Thompson,演员,8197
Midnight in the Garden of Good and Evil,电影,属于类型,Crime,类型,8197
Midnight in the Garden of Good and Evil,电影,属于类型,Drama,类型,8197
Midnight in the Garden of Good and Evil,电影,属于类型,Mystery,类型,8197
Midnight in the Garden of Good and Evil,电影,属于类型,Thriller,类型,8197
Heist,电影,执导,Scott Mann,导演,336004
Heist,电影,上映年份,2015年,年份,336004
Heist,电影,制片国家,United States of America,国家,336004
Heist,电影,评分,5.6分,评分值,336004
Heist,电影,主演,Jeffrey Dean Morgan,演员,336004
Heist,电影,主演,Robert De Niro,演员,336004
Heist,电影,主演,Kate Bosworth,演员,336004
Heist,电影,主演,Dave Bautista,演员,336004
Heist,电影,主演,Gina Carano,演员,336004
Heist,电影,属于类型,Crime,类型,336004
Heist,电影,属于类型,Action,类型,336004
Heist,电影,属于类型,Thriller,类型,336004
Nanny McPhee and the Big Bang,电影,执导,Susanna White,导演,35019
Nanny McPhee and the Big Bang,电影,上映年份,2010年,年份,35019
Nanny McPhee and the Big Bang,电影,制片国家,United States of America,国家,35019
Nanny McPhee and the Big Bang,电影,评分,6.0分,评分值,35019
Nanny McPhee and the Big Bang,电影,主演,Emma Thompson,演员,35019
Nanny McPhee and the Big Bang,电影,主演,Asa Butterfield,演员,35019
Nanny McPhee and the Big Bang,电影,主演,Ralph Fiennes,演员,35019
Nanny McPhee and the Big Bang,电影,主演,Maggie Gyllenhaal,演员,35019
Nanny McPhee and the Big Bang,电影,主演,Maggie Smith,演员,35019
Nanny McPhee and the Big Bang,电影,属于类型,Comedy,类型,35019
Nanny McPhee and the Big Bang,电影,属于类型,Fantasy,类型,35019
Nanny McPhee and the Big Bang,电影,描述关键词,Nanny,关键词,35019
Nanny McPhee and the Big Bang,电影,描述关键词,Phee,关键词,35019
Nanny McPhee and the Big Bang,电影,描述关键词,Mrs,关键词,35019
Hoffa,电影,执导,Danny DeVito,导演,10410
Hoffa,电影,上映年份,1992年,年份,10410
Hoffa,电影,制片国家,United States of America,国家,10410
Hoffa,电影,评分,6.1分,评分值,10410
Hoffa,电影,主演,Jack Nicholson,演员,10410
Hoffa,电影,主演,Danny DeVito,演员,10410
Hoffa,电影,主演,Armand Assante,演员,10410
Hoffa,电影,主演,J. T. Walsh,演员,10410
Hoffa,电影,主演,John C. Reilly,演员,10410
Hoffa,电影,属于类型,Crime,类型,10410
Hoffa,电影,属于类型,History,类型,10410
Hoffa,电影,描述关键词,Jack,关键词,10410
Hoffa,电影,描述关键词,Nicholson,关键词,10410
Hoffa,电影,描述关键词,James,关键词,10410
The X Files: I Want to Believe,电影,执导,Chris Carter,导演,8836
The X Files: I Want to Believe,电影,上映年份,2008年,年份,8836
The X Files: I Want to Believe,电影,制片国家,Canada,国家,8836
The X Files: I Want to Believe,电影,评分,5.5分,评分值,8836
The X Files: I Want to Believe,电影,主演,David Duchovny,演员,8836
The X Files: I Want to Believe,电影,主演,Gillian Anderson,演员,8836
The X Files: I Want to Believe,电影,主演,Amanda Peet,演员,8836
The X Files: I Want to Believe,电影,主演,Billy Connolly,演员,8836
The X Files: I Want to Believe,电影,主演,Xzibit,演员,8836
The X Files: I Want to Believe,电影,属于类型,Drama,类型,8836
The X Files: I Want to Believe,电影,属于类型,Mystery,类型,8836
The X Files: I Want to Believe,电影,属于类型,Science Fiction,类型,8836
The X Files: I Want to Believe,电影,属于类型,Thriller,类型,8836
The X Files: I Want to Believe,电影,描述关键词,Six,关键词,8836
The X Files: I Want to Believe,电影,描述关键词,Files,关键词,8836
The X Files: I Want to Believe,电影,描述关键词,Doctor,关键词,8836
Ella Enchanted,电影,执导,Tommy O'Haver,导演,14442
Ella Enchanted,电影,上映年份,2004年,年份,14442
Ella Enchanted,电影,制片国家,Ireland,国家,14442
Ella Enchanted,电影,评分,5.9分,评分值,14442
Ella Enchanted,电影,主演,Anne Hathaway,演员,14442
Ella Enchanted,电影,主演,Hugh Dancy,演员,14442
Ella Enchanted,电影,主演,Cary Elwes,演员,14442
Ella Enchanted,电影,主演,Vivica A. Fox,演员,14442
Ella Enchanted,电影,主演,Joanna Lumley,演员,14442
Ella Enchanted,电影,属于类型,Family,类型,14442
Ella Enchanted,电影,属于类型,Fantasy,类型,14442
Ella Enchanted,电影,属于类型,Comedy,类型,14442
Ella Enchanted,电影,描述关键词,Ella,关键词,14442
Ella Enchanted,电影,描述关键词,Determined,关键词,14442
Ella Enchanted,电影,描述关键词,Prince,关键词,14442
Concussion,电影,执导,Peter Landesman,导演,321741
Concussion,电影,上映年份,2015年,年份,321741
Concussion,电影,制片国家,Australia,国家,321741
Concussion,电影,评分,7.0分,评分值,321741
Concussion,电影,主演,Will Smith,演员,321741
Concussion,电影,主演,Alec Baldwin,演员,321741
Concussion,电影,主演,Albert Brooks,演员,321741
Concussion,电影,主演,Gugu Mbatha-Raw,演员,321741
Concussion,电影,主演,David Morse,演员,321741
Concussion,电影,属于类型,Drama,类型,321741
Concussion,电影,描述关键词,David,关键词,321741
Concussion,电影,描述关键词,Goliath,关键词,321741
Concussion,电影,描述关键词,American,关键词,321741
Abduction,电影,执导,John Singleton,导演,59965
Abduction,电影,上映年份,2011年,年份,59965
Abduction,电影,制片国家,United States of America,国家,59965
Abduction,电影,评分,5.6分,评分值,59965
Abduction,电影,主演,Taylor Lautner,演员,59965
Abduction,电影,主演,Lily Collins,演员,59965
Abduction,电影,主演,Alfred Molina,演员,59965
Abduction,电影,主演,Jason Isaacs,演员,59965
Abduction,电影,主演,Maria Bello,演员,59965
Abduction,电影,属于类型,Thriller,类型,59965
Abduction,电影,属于类型,Action,类型,59965
Abduction,电影,属于类型,Mystery,类型,59965
Valiant,电影,执导,Gary Chapman,导演,14175
Valiant,电影,上映年份,2005年,年份,14175
Valiant,电影,制片国家,United Kingdom,国家,14175
Valiant,电影,评分,5.2分,评分值,14175
Valiant,电影,主演,Ewan McGregor,演员,14175
Valiant,电影,主演,Ricky Gervais,演员,14175
Valiant,电影,主演,Tim Curry,演员,14175
Valiant,电影,主演,Jim Broadbent,演员,14175
Valiant,电影,主演,Hugh Laurie,演员,14175
Valiant,电影,属于类型,Animation,类型,14175
Valiant,电影,属于类型,Family,类型,14175
Valiant,电影,属于类型,Adventure,类型,14175
Valiant,电影,描述关键词,Valiant,关键词,14175
Valiant,电影,描述关键词,Britain,关键词,14175
Valiant,电影,描述关键词,Royal,关键词,14175
Wonder Boys,电影,执导,Curtis Hanson,导演,11004
Wonder Boys,电影,上映年份,2000年,年份,11004
Wonder Boys,电影,制片国家,Germany,国家,11004
Wonder Boys,电影,评分,6.9分,评分值,11004
Wonder Boys,电影,主演,Michael Douglas,演员,11004
Wonder Boys,电影,主演,Tobey Maguire,演员,11004
Wonder Boys,电影,主演,Frances McDormand,演员,11004
Wonder Boys,电影,主演,Katie Holmes,演员,11004
Wonder Boys,电影,主演,Rip Torn,演员,11004
Wonder Boys,电影,属于类型,Comedy,类型,11004
Wonder Boys,电影,属于类型,Drama,类型,11004
Wonder Boys,电影,描述关键词,Grady,关键词,11004
Wonder Boys,电影,描述关键词,Michael,关键词,11004
Wonder Boys,电影,描述关键词,Douglas,关键词,11004
Superhero Movie,电影,执导,Craig Mazin,导演,11918
Superhero Movie,电影,上映年份,2008年,年份,11918
Superhero Movie,电影,制片国家,United States of America,国家,11918
Superhero Movie,电影,评分,4.9分,评分值,11918
Superhero Movie,电影,主演,Drake Bell,演员,11918
Superhero Movie,电影,主演,Sara Paxton,演员,11918
Superhero Movie,电影,主演,Leslie Nielsen,演员,11918
Superhero Movie,电影,主演,Christopher McDonald,演员,11918
Superhero Movie,电影,主演,Jeffrey Tambor,演员,11918
Superhero Movie,电影,属于类型,Action,类型,11918
Superhero Movie,电影,属于类型,Comedy,类型,11918
Superhero Movie,电影,属于类型,Science Fiction,类型,11918
Superhero Movie,电影,描述关键词,Scary,关键词,11918
Superhero Movie,电影,描述关键词,Movie,关键词,11918
Superhero Movie,电影,描述关键词,Rick,关键词,11918
Broken City,电影,执导,Allen Hughes,导演,98357
Broken City,电影,上映年份,2013年,年份,98357
Broken City,电影,制片国家,United States of America,国家,98357
Broken City,电影,评分,5.7分,评分值,98357
Broken City,电影,主演,Mark Wahlberg,演员,98357
Broken City,电影,主演,Russell Crowe,演员,98357
Broken City,电影,主演,Catherine Zeta-Jones,演员,98357
Broken City,电影,主演,Jeffrey Wright,演员,98357
Broken City,电影,主演,Barry Pepper,演员,98357
Broken City,电影,属于类型,Thriller,类型,98357
Broken City,电影,属于类型,Crime,类型,98357
Broken City,电影,属于类型,Drama,类型,98357
Broken City,电影,描述关键词,Billy,关键词,98357
Broken City,电影,描述关键词,Taggart,关键词,98357
Cursed,电影,执导,Wes Craven,导演,10012
Cursed,电影,上映年份,2005年,年份,10012
Cursed,电影,制片国家,Germany,国家,10012
Cursed,电影,评分,5.1分,评分值,10012
Cursed,电影,主演,Portia de Rossi,演员,10012
Cursed,电影,主演,Christina Ricci,演员,10012
Cursed,电影,主演,Jesse Eisenberg,演员,10012
Cursed,电影,主演,Milo Ventimiglia,演员,10012
Cursed,电影,主演,Judy Greer,演员,10012
Cursed,电影,属于类型,Horror,类型,10012
Cursed,电影,属于类型,Comedy,类型,10012
Cursed,电影,描述关键词,Los,关键词,10012
Cursed,电影,描述关键词,Angeles,关键词,10012
Premium Rush,电影,执导,David Koepp,导演,49526
Premium Rush,电影,上映年份,2012年,年份,49526
Premium Rush,电影,制片国家,United States of America,国家,49526
Premium Rush,电影,评分,6.2分,评分值,49526
Premium Rush,电影,主演,Joseph Gordon-Levitt,演员,49526
Premium Rush,电影,主演,Michael Shannon,演员,49526
Premium Rush,电影,主演,Dania Ramirez,演员,49526
Premium Rush,电影,主演,Jamie Chung,演员,49526
Premium Rush,电影,主演,Wolé Parks,演员,49526
Premium Rush,电影,属于类型,Crime,类型,49526
Premium Rush,电影,属于类型,Action,类型,49526
Premium Rush,电影,属于类型,Thriller,类型,49526
Premium Rush,电影,描述关键词,Manhattan,关键词,49526
Hot Pursuit,电影,执导,Anne Fletcher,导演,268920
Hot Pursuit,电影,上映年份,2015年,年份,268920
Hot Pursuit,电影,制片国家,United States of America,国家,268920
Hot Pursuit,电影,评分,5.4分,评分值,268920
Hot Pursuit,电影,主演,Reese Witherspoon,演员,268920
Hot Pursuit,电影,主演,Sofía Vergara,演员,268920
Hot Pursuit,电影,主演,Michael Mosley,演员,268920
Hot Pursuit,电影,主演,John Carroll Lynch,演员,268920
Hot Pursuit,电影,主演,Richard T. Jones,演员,268920
Hot Pursuit,电影,属于类型,Action,类型,268920
Hot Pursuit,电影,属于类型,Comedy,类型,268920
Hot Pursuit,电影,属于类型,Crime,类型,268920
The Four Feathers,电影,执导,Shekhar Kapur,导演,9093
The Four Feathers,电影,上映年份,2002年,年份,9093
The Four Feathers,电影,制片国家,United Kingdom,国家,9093
The Four Feathers,电影,评分,6.5分,评分值,9093
The Four Feathers,电影,主演,Heath Ledger,演员,9093
The Four Feathers,电影,主演,Wes Bentley,演员,9093
The Four Feathers,电影,主演,Kate Hudson,演员,9093
The Four Feathers,电影,主演,Djimon Hounsou,演员,9093
The Four Feathers,电影,主演,Michael Sheen,演员,9093
The Four Feathers,电影,属于类型,War,类型,9093
The Four Feathers,电影,属于类型,Adventure,类型,9093
